EmpId,Satisfaction,Evaluation,number_of_projects,average_montly_hours,time_spent_company,work_accident,Promotion,Department,Salary_INR,Churn,Employee_Satisfaction,Performance_Rating,Company_Tenure,Annual_Salary,Overtime_Hours,Attrition,Age,Training_Hours,Absenteeism_Days,Salary_Per_Experience,Overtime_Intensity,Engagement_Index,Performance_Index,Cluster,Segment
786171,5.0,4.8,4,269,3,0,0,Information Technology,55503,0,5.0,4.8,3,55503,269,0,28,20,3.3625,13875.75,1.68125,0.4505494505494505,0.18749999999999994,1,Emerging Talent
786172,5.4,4.9,3,203,3,1,0,Product_Mng,50222,0,5.4,4.9,3,50222,203,0,28,15,2.5375,12555.5,1.26875,0.4945054945054945,0.20312500000000003,1,Emerging Talent
786173,5.6000000000000005,6.3,4,271,2,1,0,Product_Mng,251353,0,5.6000000000000005,6.3,2,251353,271,0,27,20,3.3875,83784.33333333333,1.69375,0.5164835164835166,0.42187499999999994,2,Stable Employees
786174,7.7,6.6000000000000005,6,181,4,0,0,Product_Mng,172142,0,7.7,6.6000000000000005,4,172142,181,0,29,30,2.2625,34428.4,1.13125,0.7472527472527474,0.46875000000000006,2,Stable Employees
786175,3.9,3.8,4,135,2,0,0,Product_Mng,331680,0,3.9,3.8,2,331680,135,0,27,20,1.6875,110560.0,0.84375,0.32967032967032966,0.03124999999999996,2,Stable Employees
786176,5.2,6.2,3,275,2,0,0,Information Technology,344288,0,5.2,6.2,2,344288,275,0,27,15,3.4375,114762.66666666667,1.71875,0.4725274725274726,0.40625,2,Stable Employees
786177,6.3,9.1,3,252,2,0,0,Randd,298601,0,6.3,9.1,2,298601,252,0,27,15,3.15,99533.66666666667,1.575,0.5934065934065935,0.859375,2,Stable Employees
786178,4.9,4.6000000000000005,2,129,2,0,0,Randd,395885,0,4.9,4.6000000000000005,2,395885,129,0,27,10,1.6125,131961.66666666666,0.80625,0.43956043956043955,0.15625000000000006,2,Stable Employees
786179,2.0,4.699999999999998,4,230,4,0,0,Randd,236095,0,2.0,4.699999999999998,4,236095,230,0,29,20,2.875,47219.0,1.4375,0.1208791208791209,0.17187499999999972,2,Stable Employees
786180,2.1,9.4,3,287,5,0,0,Randd,182984,0,2.1,9.4,5,182984,287,0,30,15,3.5875,30497.333333333332,1.79375,0.1318681318681319,0.9062500000000001,3,Needs Improvement
786181,8.5,9.8,5,156,2,0,0,Randd,34187,0,8.5,9.8,2,34187,156,0,27,25,1.95,11395.666666666666,0.975,0.8351648351648352,0.9687500000000001,1,Emerging Talent
786182,5.4,8.2,2,279,3,1,0,Marketing,20169,0,5.4,8.2,3,20169,279,0,28,10,3.4875,5042.25,1.74375,0.4945054945054945,0.7187499999999999,1,Emerging Talent
786183,2.3000000000000003,8.8,5,156,4,0,0,Sales,35883,0,2.3000000000000003,8.8,4,35883,156,0,29,25,1.95,7176.6,0.975,0.15384615384615388,0.8125000000000001,3,Needs Improvement
786184,6.5,9.6,3,168,2,0,0,Accounting,27578,0,6.5,9.6,2,27578,168,0,27,15,2.1,9192.666666666666,1.05,0.6153846153846154,0.9375,1,Emerging Talent
786185,1.9,8.5,6,259,3,1,0,Support,29460,0,1.9,8.5,3,29460,259,0,28,30,3.2375,7365.0,1.61875,0.10989010989010989,0.765625,3,Needs Improvement
786186,7.6,5.8,4,188,3,0,0,Technical,16605,0,7.6,5.8,3,16605,188,0,28,20,2.35,4151.25,1.175,0.7362637362637362,0.34374999999999994,1,Emerging Talent
786187,8.299999999999999,8.0,4,149,3,0,0,Management,13614,0,8.299999999999999,8.0,3,13614,149,0,28,20,1.8625,3403.5,0.93125,0.8131868131868131,0.6875,1,Emerging Talent
786188,9.7,4.699999999999998,3,157,4,0,0,Marketing,27017,0,9.7,4.699999999999998,4,27017,157,0,29,15,1.9625,5403.4,0.98125,0.9670329670329669,0.17187499999999972,1,Emerging Talent
786189,6.7,10.0,3,201,4,0,0,Marketing,79565,0,6.7,10.0,4,79565,201,0,29,15,2.5125,15913.0,1.25625,0.6373626373626374,1.0,3,Needs Improvement
786190,5.300000000000002,6.2,3,185,3,0,0,Marketing,96397,0,5.300000000000002,6.2,3,96397,185,0,28,15,2.3125,24099.25,1.15625,0.4835164835164838,0.40625,1,Emerging Talent
786191,3.4000000000000004,7.1,2,160,3,1,0,Sales,65446,0,3.4000000000000004,7.1,3,65446,160,0,28,10,2.0,16361.5,1.0,0.2747252747252748,0.5468749999999999,1,Emerging Talent
786192,5.8,4.8,5,251,3,0,0,Sales,99232,0,5.8,4.8,3,99232,251,0,28,25,3.1375,24808.0,1.56875,0.5384615384615385,0.18749999999999994,1,Emerging Talent
786193,9.6,6.800000000000002,5,145,3,1,0,Sales,93398,0,9.6,6.800000000000002,3,93398,145,0,28,25,1.8125,23349.5,0.90625,0.956043956043956,0.5000000000000002,1,Emerging Talent
786194,7.199999999999998,7.6,3,269,3,1,0,Sales,43387,0,7.199999999999998,7.6,3,43387,269,0,28,15,3.3625,10846.75,1.68125,0.6923076923076922,0.6249999999999999,1,Emerging Talent
786195,5.8,6.2,3,213,2,0,0,Sales,61407,0,5.8,6.2,2,61407,213,0,27,15,2.6625,20469.0,1.33125,0.5384615384615385,0.40625,1,Emerging Talent
786196,3.9,6.7,6,276,6,0,0,Sales,49562,0,3.9,6.7,6,49562,276,0,31,30,3.45,7080.285714285715,1.725,0.32967032967032966,0.484375,3,Needs Improvement
786197,2.4,5.699999999999998,5,232,3,0,0,Sales,74845,0,2.4,5.699999999999998,3,74845,232,0,28,25,2.9,18711.25,1.45,0.16483516483516483,0.3281249999999997,1,Emerging Talent
786198,6.4,7.3,4,184,3,0,0,Sales,90535,0,6.4,7.3,3,90535,184,0,28,20,2.3,22633.75,1.15,0.6043956043956045,0.5781249999999999,1,Emerging Talent
786199,9.8,5.5,3,260,3,0,0,Sales,59294,0,9.8,5.5,3,59294,260,0,28,15,3.25,14823.5,1.625,0.9780219780219781,0.29687499999999994,1,Emerging Talent
786200,6.4,9.9,3,214,2,0,0,Sales,65487,0,6.4,9.9,2,65487,214,0,27,15,2.675,21829.0,1.3375,0.6043956043956045,0.9843750000000001,1,Emerging Talent
786201,5.6000000000000005,4.1,2,194,2,0,0,Sales,79543,0,5.6000000000000005,4.1,2,79543,194,0,27,10,2.425,26514.333333333332,1.2125,0.5164835164835166,0.07812499999999993,1,Emerging Talent
786202,5.300000000000002,7.4,5,181,2,0,0,Sales,60210,0,5.300000000000002,7.4,2,60210,181,0,27,25,2.2625,20070.0,1.13125,0.4835164835164838,0.59375,1,Emerging Talent
786203,6.2,5.699999999999998,4,215,3,0,0,Sales,54006,0,6.2,5.699999999999998,3,54006,215,0,28,20,2.6875,13501.5,1.34375,0.5824175824175826,0.3281249999999997,1,Emerging Talent
786204,8.5,6.9,3,194,4,0,0,Sales,85955,0,8.5,6.9,4,85955,194,0,29,15,2.425,17191.0,1.2125,0.8351648351648352,0.515625,1,Emerging Talent
786205,7.6,8.5,4,190,3,0,0,Sales,61410,0,7.6,8.5,3,61410,190,0,28,20,2.375,15352.5,1.1875,0.7362637362637362,0.765625,1,Emerging Talent
786206,6.9,5.0,3,260,4,0,0,Sales,47849,0,6.9,5.0,4,47849,260,0,29,15,3.25,9569.8,1.625,0.6593406593406593,0.21874999999999997,3,Needs Improvement
786207,3.5,6.7,2,171,3,0,0,Sales,82243,0,3.5,6.7,3,82243,171,0,28,10,2.1375,20560.75,1.06875,0.28571428571428575,0.484375,1,Emerging Talent
786208,5.4,4.699999999999998,2,193,4,0,0,Sales,77113,0,5.4,4.699999999999998,4,77113,193,0,29,10,2.4125,15422.6,1.20625,0.4945054945054945,0.17187499999999972,1,Emerging Talent
786209,6.3,4.9,3,252,3,0,0,Sales,80949,0,6.3,4.9,3,80949,252,0,28,15,3.15,20237.25,1.575,0.5934065934065935,0.20312500000000003,1,Emerging Talent
786210,5.8,5.8,5,171,2,0,0,Accounting,53673,0,5.8,5.8,2,53673,171,0,27,25,2.1375,17891.0,1.06875,0.5384615384615385,0.34374999999999994,1,Emerging Talent
786211,7.0,9.3,3,185,4,0,0,Accounting,93903,0,7.0,9.3,4,93903,185,0,29,15,2.3125,18780.6,1.15625,0.6703296703296703,0.8906250000000001,3,Needs Improvement
786212,4.8,5.1,4,152,4,0,0,Accounting,227896,0,4.8,5.1,4,227896,152,0,29,20,1.9,45579.2,0.95,0.4285714285714286,0.23437499999999992,2,Stable Employees
786213,5.9,9.2,4,183,2,0,0,Human Resources,16864,0,5.9,9.2,2,16864,183,0,27,20,2.2875,5621.333333333333,1.14375,0.5494505494505495,0.8749999999999999,1,Emerging Talent
786214,9.6,8.0,4,145,2,0,0,Human Resources,58830,0,9.6,8.0,2,58830,145,0,27,20,1.8125,19610.0,0.90625,0.956043956043956,0.6875,1,Emerging Talent
786215,9.9,7.7,3,190,4,0,0,Human Resources,68929,0,9.9,7.7,4,68929,190,0,29,15,2.375,13785.8,1.1875,0.989010989010989,0.6406249999999999,1,Emerging Talent
786216,7.3,5.9,4,214,5,0,0,Human Resources,66602,0,7.3,5.9,5,66602,214,0,30,20,2.675,11100.333333333334,1.3375,0.7032967032967034,0.359375,3,Needs Improvement
786217,7.0,7.3,2,139,2,0,0,Technical,46189,0,7.0,7.3,2,46189,139,0,27,10,1.7375,15396.333333333334,0.86875,0.6703296703296703,0.5781249999999999,1,Emerging Talent
786218,8.5,8.8,5,236,4,0,0,Technical,90480,0,8.5,8.8,4,90480,236,0,29,25,2.95,18096.0,1.475,0.8351648351648352,0.8125000000000001,3,Needs Improvement
786219,6.6000000000000005,6.1,3,156,3,1,0,Technical,53618,0,6.6000000000000005,6.1,3,53618,156,0,28,15,1.95,13404.5,0.975,0.6263736263736265,0.3906249999999999,1,Emerging Talent
786220,9.4,9.7,2,221,2,0,0,Technical,92932,0,9.4,9.7,2,92932,221,0,27,10,2.7625,30977.333333333332,1.38125,0.9340659340659341,0.9531249999999999,1,Emerging Talent
786221,5.4,6.4,6,278,2,0,0,Technical,45720,0,5.4,6.4,2,45720,278,0,27,30,3.475,15240.0,1.7375,0.4945054945054945,0.4375,1,Emerging Talent
786222,7.800000000000002,4.699999999999998,4,129,2,0,0,Technical,93966,0,7.800000000000002,4.699999999999998,2,93966,129,0,27,20,1.6125,31322.0,0.80625,0.7582417582417585,0.17187499999999972,1,Emerging Talent
786223,6.4,8.5,3,213,4,0,0,Technical,69399,0,6.4,8.5,4,69399,213,0,29,15,2.6625,13879.8,1.33125,0.6043956043956045,0.765625,3,Needs Improvement
786224,6.800000000000002,5.6000000000000005,3,146,3,0,0,Technical,25119,0,6.800000000000002,5.6000000000000005,3,25119,146,0,28,15,1.825,6279.75,0.9125,0.6483516483516486,0.31250000000000006,1,Emerging Talent
786225,9.2,8.4,4,159,3,0,0,Technical,34420,0,9.2,8.4,3,34420,159,0,28,20,1.9875,8605.0,0.99375,0.912087912087912,0.7500000000000001,1,Emerging Talent
786226,7.199999999999998,7.3,3,198,2,0,0,Technical,28119,0,7.199999999999998,7.3,2,28119,198,0,27,15,2.475,9373.0,1.2375,0.6923076923076922,0.5781249999999999,1,Emerging Talent
786227,7.800000000000002,7.4,6,251,4,0,0,Technical,38040,0,7.800000000000002,7.4,4,38040,251,0,29,30,3.1375,7608.0,1.56875,0.7582417582417585,0.59375,3,Needs Improvement
786228,3.5,5.4,2,124,3,0,0,Support,33858,0,3.5,5.4,3,33858,124,0,28,10,1.55,8464.5,0.775,0.28571428571428575,0.28125,1,Emerging Talent
786229,9.7,7.7,5,223,2,0,0,Support,17227,0,9.7,7.7,2,17227,223,0,27,25,2.7875,5742.333333333333,1.39375,0.9670329670329669,0.6406249999999999,1,Emerging Talent
786230,5.699999999999998,6.5,3,163,2,0,0,Support,25295,0,5.699999999999998,6.5,2,25295,163,0,27,15,2.0375,8431.666666666666,1.01875,0.5274725274725274,0.45312499999999994,1,Emerging Talent
786231,9.0,6.6000000000000005,4,242,3,0,0,Support,385466,0,9.0,6.6000000000000005,3,385466,242,0,28,20,3.025,96366.5,1.5125,0.8901098901098901,0.46875000000000006,2,Stable Employees
786232,3.1,6.1,4,97,2,0,0,Support,12100,0,3.1,6.1,2,12100,97,0,27,20,1.2125,4033.3333333333335,0.60625,0.2417582417582418,0.3906249999999999,1,Emerging Talent
786233,1.7000000000000002,5.0,4,267,6,0,0,Support,305656,0,1.7000000000000002,5.0,6,305656,267,0,31,20,3.3375,43665.142857142855,1.66875,0.08791208791208795,0.21874999999999997,2,Stable Employees
786234,8.0,4.0,5,199,4,1,0,Support,191166,0,8.0,4.0,4,191166,199,0,29,25,2.4875,38233.2,1.24375,0.7802197802197802,0.062499999999999986,2,Stable Employees
786235,1.9,7.6,3,107,5,0,0,Support,31461,0,1.9,7.6,5,31461,107,0,30,15,1.3375,5243.5,0.66875,0.10989010989010989,0.6249999999999999,3,Needs Improvement
786236,5.699999999999998,6.5,5,144,3,1,0,Support,18663,0,5.699999999999998,6.5,3,18663,144,0,28,25,1.8,4665.75,0.9,0.5274725274725274,0.45312499999999994,1,Emerging Talent
786237,2.2,9.6,3,213,3,0,0,Support,376353,0,2.2,9.6,3,376353,213,0,28,15,2.6625,94088.25,1.33125,0.1428571428571429,0.9375,2,Stable Employees
786238,1.5,9.0,5,284,4,0,0,Support,30406,0,1.5,9.0,4,30406,284,0,29,25,3.55,6081.2,1.775,0.06593406593406595,0.84375,3,Needs Improvement
786239,6.2,6.7,5,259,3,0,0,Technical,88731,0,6.2,6.7,3,88731,259,0,28,25,3.2375,22182.75,1.61875,0.5824175824175826,0.484375,1,Emerging Talent
786240,6.1,4.1,3,103,2,0,0,Technical,332171,0,6.1,4.1,2,332171,103,0,27,15,1.2875,110723.66666666667,0.64375,0.5714285714285714,0.07812499999999993,2,Stable Employees
786241,8.7,8.100000000000001,5,236,3,0,0,Technical,95417,0,8.7,8.100000000000001,3,95417,236,0,28,25,2.95,23854.25,1.475,0.8571428571428571,0.7031250000000002,1,Emerging Talent
786242,5.4,7.5,4,199,2,0,0,Management,41720,0,5.4,7.5,2,41720,199,0,27,20,2.4875,13906.666666666666,1.24375,0.4945054945054945,0.609375,1,Emerging Talent
786243,7.1,5.4,3,201,2,0,0,Information Technology,71887,0,7.1,5.4,2,71887,201,0,27,15,2.5125,23962.333333333332,1.25625,0.6813186813186812,0.28125,1,Emerging Talent
786244,6.6000000000000005,6.7,3,123,4,0,0,Information Technology,64790,0,6.6000000000000005,6.7,4,64790,123,0,29,15,1.5375,12958.0,0.76875,0.6263736263736265,0.484375,1,Emerging Talent
786245,7.0,6.800000000000002,4,143,5,0,0,Information Technology,381587,0,7.0,6.800000000000002,5,381587,143,0,30,20,1.7875,63597.833333333336,0.89375,0.6703296703296703,0.5000000000000002,2,Stable Employees
786246,5.300000000000002,5.0,5,159,2,0,0,Information Technology,84872,0,5.300000000000002,5.0,2,84872,159,0,27,25,1.9875,28290.666666666668,0.99375,0.4835164835164838,0.21874999999999997,1,Emerging Talent
786247,9.2,5.4,5,203,3,0,0,Information Technology,98269,0,9.2,5.4,3,98269,203,0,28,25,2.5375,24567.25,1.26875,0.912087912087912,0.28125,1,Emerging Talent
786248,9.3,7.3,4,168,2,0,0,Product_Mng,76524,0,9.3,7.3,2,76524,168,0,27,20,2.1,25508.0,1.05,0.9230769230769231,0.5781249999999999,1,Emerging Talent
786249,6.2,7.0,5,180,4,0,0,Product_Mng,397472,0,6.2,7.0,4,397472,180,0,29,25,2.25,79494.4,1.125,0.5824175824175826,0.53125,2,Stable Employees
786250,6.5,5.300000000000002,5,142,3,0,0,Product_Mng,81207,0,6.5,5.300000000000002,3,81207,142,0,28,25,1.775,20301.75,0.8875,0.6153846153846154,0.2656250000000002,1,Emerging Talent
786251,8.7,9.8,4,266,2,1,0,Product_Mng,355182,0,8.7,9.8,2,355182,266,0,27,20,3.325,118394.0,1.6625,0.8571428571428571,0.9687500000000001,2,Stable Employees
786252,9.7,8.9,5,265,2,0,0,Information Technology,30796,0,9.7,8.9,2,30796,265,0,27,25,3.3125,10265.333333333334,1.65625,0.9670329670329669,0.8281250000000001,1,Emerging Talent
786253,7.6,7.7,5,257,3,0,0,Randd,67510,0,7.6,7.7,3,67510,257,0,28,25,3.2125,16877.5,1.60625,0.7362637362637362,0.6406249999999999,1,Emerging Talent
786254,9.6,5.5,4,234,4,0,0,Randd,45531,0,9.6,5.5,4,45531,234,0,29,20,2.925,9106.2,1.4625,0.956043956043956,0.29687499999999994,3,Needs Improvement
786255,10.0,8.0,3,223,3,0,0,Randd,60061,0,10.0,8.0,3,60061,223,0,28,15,2.7875,15015.25,1.39375,1.0,0.6875,1,Emerging Talent
786256,9.9,8.5,5,261,4,0,0,Randd,42977,0,9.9,8.5,4,42977,261,0,29,25,3.2625,8595.4,1.63125,0.989010989010989,0.765625,3,Needs Improvement
786257,6.7,8.4,4,197,2,0,0,Randd,19483,0,6.7,8.4,2,19483,197,0,27,20,2.4625,6494.333333333333,1.23125,0.6373626373626374,0.7500000000000001,1,Emerging Talent
786258,6.1,5.2,4,171,2,0,0,Marketing,10978,0,6.1,5.2,2,10978,171,0,27,20,2.1375,3659.3333333333335,1.06875,0.5714285714285714,0.25,1,Emerging Talent
786259,6.2,9.2,3,228,2,0,0,Sales,36956,0,6.2,9.2,2,36956,228,0,27,15,2.85,12318.666666666666,1.425,0.5824175824175826,0.8749999999999999,1,Emerging Talent
786260,6.2,7.9,3,141,3,0,0,Accounting,30317,0,6.2,7.9,3,30317,141,0,28,15,1.7625,7579.25,0.88125,0.5824175824175826,0.6718750000000001,1,Emerging Talent
786261,9.7,7.6,3,147,3,1,0,Support,10571,0,9.7,7.6,3,10571,147,0,28,15,1.8375,2642.75,0.91875,0.9670329670329669,0.6249999999999999,1,Emerging Talent
786262,8.6,5.6000000000000005,5,237,3,0,0,Technical,21832,0,8.6,5.6000000000000005,3,21832,237,0,28,25,2.9625,5458.0,1.48125,0.8461538461538461,0.31250000000000006,1,Emerging Talent
786263,1.5,4.4,3,199,2,0,0,Management,38204,0,1.5,4.4,2,38204,199,0,27,15,2.4875,12734.666666666666,1.24375,0.06593406593406595,0.12500000000000003,1,Emerging Talent
786264,1.4,9.5,4,144,5,0,0,Marketing,36954,0,1.4,9.5,5,36954,144,0,30,20,1.8,6159.0,0.9,0.054945054945054944,0.921875,3,Needs Improvement
786265,7.0,9.8,4,146,3,0,0,Marketing,23817,0,7.0,9.8,3,23817,146,0,28,20,1.825,5954.25,0.9125,0.6703296703296703,0.9687500000000001,1,Emerging Talent
786266,9.5,7.0,4,139,3,0,0,Marketing,25207,0,9.5,7.0,3,25207,139,0,28,20,1.7375,6301.75,0.86875,0.945054945054945,0.53125,1,Emerging Talent
786267,6.3,8.6,4,169,2,0,0,Sales,342746,0,6.3,8.6,2,342746,169,0,27,20,2.1125,114248.66666666667,1.05625,0.5934065934065935,0.78125,2,Stable Employees
786268,4.5,7.5,4,169,2,0,0,Sales,32966,0,4.5,7.5,2,32966,169,0,27,20,2.1125,10988.666666666666,1.05625,0.39560439560439564,0.609375,1,Emerging Talent
786269,9.0,6.0,3,268,3,0,0,Sales,35114,0,9.0,6.0,3,35114,268,0,28,15,3.35,8778.5,1.675,0.8901098901098901,0.37499999999999994,1,Emerging Talent
786270,1.5,8.7,4,194,4,0,0,Sales,28537,0,1.5,8.7,4,28537,194,0,29,20,2.425,5707.4,1.2125,0.06593406593406595,0.7968749999999999,3,Needs Improvement
786271,7.5,8.6,3,249,3,0,0,Sales,22922,0,7.5,8.6,3,22922,249,0,28,15,3.1125,5730.5,1.55625,0.7252747252747253,0.78125,1,Emerging Talent
786272,1.4,5.2,4,122,2,0,0,Sales,171955,0,1.4,5.2,2,171955,122,0,27,20,1.525,57318.333333333336,0.7625,0.054945054945054944,0.25,1,Emerging Talent
786273,5.0,9.4,5,176,4,0,0,Sales,28194,0,5.0,9.4,4,28194,176,0,29,25,2.2,5638.8,1.1,0.4505494505494505,0.9062500000000001,3,Needs Improvement
786274,4.5,4.5,4,168,2,0,0,Sales,31692,0,4.5,4.5,2,31692,168,0,27,20,2.1,10564.0,1.05,0.39560439560439564,0.14062499999999997,1,Emerging Talent
786275,8.6,9.2,3,260,2,0,0,Sales,11722,0,8.6,9.2,2,11722,260,0,27,15,3.25,3907.3333333333335,1.625,0.8461538461538461,0.8749999999999999,1,Emerging Talent
786276,5.2,6.2,3,179,3,0,0,Sales,305326,0,5.2,6.2,3,305326,179,0,28,15,2.2375,76331.5,1.11875,0.4725274725274726,0.40625,2,Stable Employees
786277,7.9,4.8,5,200,3,0,0,Sales,20099,0,7.9,4.8,3,20099,200,0,28,25,2.5,5024.75,1.25,0.7692307692307693,0.18749999999999994,1,Emerging Talent
786278,4.699999999999998,5.6000000000000005,4,165,3,0,0,Sales,59989,0,4.699999999999998,5.6000000000000005,3,59989,165,0,28,20,2.0625,14997.25,1.03125,0.41758241758241743,0.31250000000000006,1,Emerging Talent
786279,7.6,6.4,4,144,2,0,0,Sales,386697,0,7.6,6.4,2,386697,144,0,27,20,1.8,128899.0,0.9,0.7362637362637362,0.4375,2,Stable Employees
786280,5.2,7.199999999999998,4,186,2,0,0,Sales,53037,0,5.2,7.199999999999998,2,53037,186,0,27,20,2.325,17679.0,1.1625,0.4725274725274726,0.5624999999999997,1,Emerging Talent
786281,8.4,5.4,4,156,4,0,0,Sales,165937,0,8.4,5.4,4,165937,156,0,29,20,1.95,33187.4,0.975,0.8241758241758242,0.28125,2,Stable Employees
786282,5.0,7.0,4,162,2,0,0,Sales,53006,0,5.0,7.0,2,53006,162,0,27,20,2.025,17668.666666666668,1.0125,0.4505494505494505,0.53125,1,Emerging Talent
786283,5.2,6.3,3,269,2,0,0,Sales,84078,0,5.2,6.3,2,84078,269,0,27,15,3.3625,28026.0,1.68125,0.4725274725274726,0.42187499999999994,1,Emerging Talent
786284,7.6,3.7,3,127,4,0,0,Sales,79721,0,7.6,3.7,4,79721,127,0,29,15,1.5875,15944.2,0.79375,0.7362637362637362,0.015625000000000014,1,Emerging Talent
786285,5.9,5.8,2,267,3,0,0,Sales,54608,0,5.9,5.8,3,54608,267,0,28,10,3.3375,13652.0,1.66875,0.5494505494505495,0.34374999999999994,1,Emerging Talent
786286,6.5,7.9,4,196,2,0,0,Accounting,56068,0,6.5,7.9,2,56068,196,0,27,20,2.45,18689.333333333332,1.225,0.6153846153846154,0.6718750000000001,1,Emerging Talent
786287,6.800000000000002,8.299999999999999,3,144,2,0,0,Accounting,67328,0,6.800000000000002,8.299999999999999,2,67328,144,0,27,15,1.8,22442.666666666668,0.9,0.6483516483516486,0.7343749999999999,1,Emerging Talent
786288,5.2,7.199999999999998,2,247,4,0,0,Accounting,43910,0,5.2,7.199999999999998,4,43910,247,0,29,10,3.0875,8782.0,1.54375,0.4725274725274726,0.5624999999999997,3,Needs Improvement
786289,9.2,5.0,5,258,3,0,0,Human Resources,90333,0,9.2,5.0,3,90333,258,0,28,25,3.225,22583.25,1.6125,0.912087912087912,0.21874999999999997,1,Emerging Talent
786290,5.300000000000002,8.4,4,219,2,0,0,Human Resources,395224,0,5.300000000000002,8.4,2,395224,219,0,27,20,2.7375,131741.33333333334,1.36875,0.4835164835164838,0.7500000000000001,2,Stable Employees
786291,5.0,9.5,2,208,2,0,0,Human Resources,23470,0,5.0,9.5,2,23470,208,0,27,10,2.6,7823.333333333333,1.3,0.4505494505494505,0.921875,1,Emerging Talent
786292,9.8,7.7,4,184,3,0,0,Human Resources,47817,0,9.8,7.7,3,47817,184,0,28,20,2.3,11954.25,1.15,0.9780219780219781,0.6406249999999999,1,Emerging Talent
786293,8.5,6.0,5,178,2,0,0,Technical,40429,0,8.5,6.0,2,40429,178,0,27,25,2.225,13476.333333333334,1.1125,0.8351648351648352,0.37499999999999994,1,Emerging Talent
786294,4.9,8.299999999999999,4,194,3,0,0,Technical,56325,0,4.9,8.299999999999999,3,56325,194,0,28,20,2.425,14081.25,1.2125,0.43956043956043955,0.7343749999999999,1,Emerging Talent
786295,5.2,7.3,4,245,4,0,0,Technical,93468,0,5.2,7.3,4,93468,245,0,29,20,3.0625,18693.6,1.53125,0.4725274725274726,0.5781249999999999,3,Needs Improvement
786296,9.6,7.7,3,193,3,0,0,Technical,57999,0,9.6,7.7,3,57999,193,0,28,15,2.4125,14499.75,1.20625,0.956043956043956,0.6406249999999999,1,Emerging Talent
786297,8.6,8.5,3,254,3,0,0,Technical,42158,0,8.6,8.5,3,42158,254,0,28,15,3.175,10539.5,1.5875,0.8461538461538461,0.765625,1,Emerging Talent
786298,3.5,5.9,3,281,2,0,0,Technical,68807,0,3.5,5.9,2,68807,281,0,27,15,3.5125,22935.666666666668,1.75625,0.28571428571428575,0.359375,1,Emerging Talent
786299,9.9,9.7,5,229,2,0,0,Technical,61365,0,9.9,9.7,2,61365,229,0,27,25,2.8625,20455.0,1.43125,0.989010989010989,0.9531249999999999,1,Emerging Talent
786300,5.2,9.2,4,112,2,0,0,Technical,79095,0,5.2,9.2,2,79095,112,0,27,20,1.4,26365.0,0.7,0.4725274725274726,0.8749999999999999,1,Emerging Talent
786301,7.5,9.1,4,243,3,0,0,Technical,206934,0,7.5,9.1,3,206934,243,0,28,20,3.0375,51733.5,1.51875,0.7252747252747253,0.859375,2,Stable Employees
786302,6.7,6.6000000000000005,3,151,3,0,0,Technical,37450,0,6.7,6.6000000000000005,3,37450,151,0,28,15,1.8875,9362.5,0.94375,0.6373626373626374,0.46875000000000006,1,Emerging Talent
786303,4.9,3.7,4,216,4,0,0,Technical,16246,0,4.9,3.7,4,16246,216,0,29,20,2.7,3249.2,1.35,0.43956043956043955,0.015625000000000014,3,Needs Improvement
786304,5.1,6.2,3,110,3,0,0,Support,34601,0,5.1,6.2,3,34601,110,0,28,15,1.375,8650.25,0.6875,0.46153846153846145,0.40625,1,Emerging Talent
786305,6.5,6.0,3,142,2,0,0,Support,172901,0,6.5,6.0,2,172901,142,0,27,15,1.775,57633.666666666664,0.8875,0.6153846153846154,0.37499999999999994,1,Emerging Talent
786306,7.3,8.0,4,251,2,1,0,Support,29891,0,7.3,8.0,2,29891,251,0,27,20,3.1375,9963.666666666666,1.56875,0.7032967032967034,0.6875,1,Emerging Talent
786307,4.6000000000000005,7.5,6,276,6,0,0,Support,15502,0,4.6000000000000005,7.5,6,15502,276,0,31,30,3.45,2214.5714285714284,1.725,0.4065934065934067,0.609375,3,Needs Improvement
786308,9.4,8.2,4,159,2,1,0,Support,35082,0,9.4,8.2,2,35082,159,0,27,20,1.9875,11694.0,0.99375,0.9340659340659341,0.7187499999999999,1,Emerging Talent
786309,5.300000000000002,6.9,4,257,4,0,0,Support,320446,0,5.300000000000002,6.9,4,320446,257,0,29,20,3.2125,64089.2,1.60625,0.4835164835164838,0.515625,2,Stable Employees
786310,6.0,7.9,5,154,2,0,0,Support,15999,0,6.0,7.9,2,15999,154,0,27,25,1.925,5333.0,0.9625,0.5604395604395604,0.6718750000000001,1,Emerging Talent
786311,6.3,9.7,5,146,3,0,0,Support,29020,0,6.3,9.7,3,29020,146,0,28,25,1.825,7255.0,0.9125,0.5934065934065935,0.9531249999999999,1,Emerging Talent
786312,7.5,7.7,4,204,2,0,0,Support,24996,0,7.5,7.7,2,24996,204,0,27,20,2.55,8332.0,1.275,0.7252747252747253,0.6406249999999999,1,Emerging Talent
786313,6.9,5.300000000000002,4,156,3,0,0,Support,22951,0,6.9,5.300000000000002,3,22951,156,0,28,20,1.95,5737.75,0.975,0.6593406593406593,0.2656250000000002,1,Emerging Talent
786314,8.100000000000001,5.0,4,170,4,0,0,Support,11333,0,8.100000000000001,5.0,4,11333,170,0,29,20,2.125,2266.6,1.0625,0.7912087912087914,0.21874999999999997,1,Emerging Talent
